"GeneA"	"GeneB"	"Connection"
"LMO4"	"IL6/IL6RA/gp130_(dimer)/JAK2/JAK2/LMO4_(complex)"	"component>"
"LMO4"	"IL6/IL6RA/gp130_(dimer)/TYK2/TYK2/LMO4_(complex)"	"component>"
"LMO4"	"MTA1"	"-t"
"LMOD1"	"ADP/Calcium_Bound_Myosin_Actin_Complex_(complex)"	"component>"
"LMOD1"	"ATP/Calcium_Bound_Myosin_Actin_Complex_(complex)"	"component>"
"LMOD1"	"Calcium_Bound_Myosin_Actin_Complex_(complex)"	"component>"
"LMOD1"	"Inactive_Myosin_Actin_Contractile_Complex_(complex)"	"component>"
"LMP_(family)"	"degradation_(abstract)"	"-a>"
"LMX1B"	"CD2AP"	"-t"
"LMX1B"	"COL4A1"	"-t"
"LMX1B"	"COL4A4"	"-t>"
"LMX1B"	"NLRP2"	"-t>"
"LMX1B"	"NPHS2"	"-t"
"LMX1B"	"TCF3"	"-t>"
"LNPEP"	"IFN_gamma_stimulated_aminopeptidases_(family)"	"member>"
"LNPEP"	"Insulin_responsive_Vesicles_(complex)"	"component>"
"LNPEP"	"IRAP_in_complex_with_MHC_class_I_(complex)"	"component>"
"LNX1"	"NUMB"	"-a|"
"Localized_amyloid_fibril_main_peptide_chains_(family)"	"Amyloid_fibril_main_peptide_chains_(family)"	"member>"
"Localized_amyloid_fibril_monomers_(family)"	"Amyloid_fibril_monomers_(family)"	"member>"
"Long_prodomain_caspases_(family)"	"NOD1/iE-DAP/Long_prodomain_caspases_(complex)"	"component>"
"LONP2"	"unfolded_CCT/TriC_substrate_candidates_(family)"	"member>"
"low-density_lipoprotein_complex_(complex)"	"apolipoprotein(a)/LDL_complex_(complex)"	"component>"
"low-density_lipoprotein_complex_(complex)"	"LDL/ApoER2_(complex)"	"component>"
"low-density_lipoprotein_complex_(complex)"	"LDL/cholesterol_ester_complex_(complex)"	"component>"
"low-density_lipoprotein_complex_(complex)"	"LDL/LDLR_complex_(complex)"	"component>"
"low-density_lipoprotein_complex_(complex)"	"LDL/p-ApoER2_(complex)"	"component>"
"low-density_lipoprotein_complex_(complex)"	"OLR1_bound_to_oxidized_LDL_(complex)"	"component>"
"LPA"	"alphaM/beta2_Integrin/lipoprotein(a)_(complex)"	"component>"
"LPA"	"apolipoprotein(a)/LDL_complex_(complex)"	"component>"
"LPA"	"Ligands_of_GPCRs_that_activate_Gi_(family)"	"member>"
"LPA"	"Ligands_of_GPCRs_that_activate_Gq/11_(family)"	"member>"
"LPA"	"Lipoprotein(a)_(complex)"	"component>"
"LPA"	"LPA/LPA_R/G12-alpha_(complex)"	"component>"
"LPA"	"LPA/LPA1_(complex)"	"component>"
"LPA"	"LPA/LPA1-2-3_(complex)"	"component>"
"LPA"	"LPA/LPA2/MAGI-3_(complex)"	"component>"
"LPA"	"LPA/LPA2/NHERF2_(complex)"	"component>"
"LPA"	"LPA/LPA2_(complex)"	"component>"
"LPA"	"LPA/LPA3_(complex)"	"component>"
"LPA"	"LPA/LPA4_(complex)"	"component>"
"LPA"	"LPA-binding_EDG_receptors/_LPA_(complex)"	"component>"
"LPA"	"P2RY10/LPA_(complex)"	"component>"
"LPA"	"P2RY5/LPA_(complex)"	"component>"
"LPA/LPA_R/G12-alpha_(complex)"	"AKAP13"	"-a>"
"LPA/LPA1_(complex)"	"Caspase_3_(tetramer)_(complex)"	"-a>"
"LPA/LPA1_(complex)"	"G12/G13_(complex)"	"-a|"
"LPA/LPA1_(complex)"	"GNB1/GNG2_(complex)"	"-a>"
"LPA/LPA1_(complex)"	"MMP2"	"-t>"
"LPA/LPA1_(complex)"	"PTK2B"	"-a|"
"LPA/LPA1-2-3_(complex)"	"AP1_(complex)"	"-a|"
"LPA/LPA1-2-3_(complex)"	"EGFR/PI3K-beta/Gab1_(complex)"	"-a>"
"LPA/LPA1-2-3_(complex)"	"CXCL8"	"-a|"
"LPA/LPA1-2-3_(complex)"	"LYN"	"-a|"
"LPA/LPA1-2-3_(complex)"	"NF_kappa_B1_p50/RelA_(complex)"	"-a>"
"LPA/LPA1-2-3_(complex)"	"PLD2"	"-a|"
"LPA/LPA1-2-3_(complex)"	"positive_regulation_of_dendritic_cell_cytokine_production_(abstract)"	"-a>"
"LPA/LPA1-2-3_(complex)"	"PTK2"	"-a|"
"LPA/LPA2/MAGI-3_(complex)"	"RHOA/GTP_(complex)"	"-a|"
"LPA/LPA2/NHERF2_(complex)"	"PLCB3"	"-a|"
"LPA/LPA2_(complex)"	"Gq_family_(family)"	"-a|"
"LPA/LPA2_(complex)"	"LPA/LPA2/MAGI-3_(complex)"	"component>"
"LPA/LPA2_(complex)"	"LPA/LPA2/NHERF2_(complex)"	"component>"
"LPA/LPA2_(complex)"	"PTK2B"	"-a|"
"LPA/LPA2_(complex)"	"TRIP6"	"-a|"
"LPA/LPA3_(complex)"	"Caspase_3_(tetramer)_(complex)"	"-a>"
"LPA/LPA3_(complex)"	"Gq_family_(family)"	"-a|"
"LPA/LPA4_(complex)"	"Gs_family_(family)"	"-a|"
"LPA/LPA4_(complex)"	"RPS6KA5"	"-a|"
"LPA_R_(family)"	"LPA/LPA_R/G12-alpha_(complex)"	"component>"
"LPA_R_(family)"	"LPA_R/G12-alpha_(complex)"	"component>"
"LPA1-2-3_(family)"	"LPA/LPA1-2-3_(complex)"	"component>"
"LPA-binding_EDG_receptors/_LPA_(complex)"	"Ligand/GPCR_complexes_that_activate_Gi_(family)"	"member>"
"LPA-binding_EDG_receptors/_LPA_(complex)"	"Ligand/GPCR_complexes_that_activate_Gq/11_(family)"	"member>"
"LPA-binding_EDG_receptors_(family)"	"GPCRs_that_activate_Gi_(family)"	"member>"
"LPA-binding_EDG_receptors_(family)"	"GPCRs_that_activate_Gq/11_(family)"	"member>"
"LPA-binding_EDG_receptors_(family)"	"LPA-binding_EDG_receptors/_LPA_(complex)"	"component>"
"LPAR1"	"LPA/LPA1_(complex)"	"component>"
"LPAR1"	"LPA1-2-3_(family)"	"member>"
"LPAR1"	"LPA-binding_EDG_receptors_(family)"	"member>"
"LPAR2"	"LPA/LPA2/MAGI-3_(complex)"	"component>"
"LPAR2"	"LPA/LPA2/NHERF2_(complex)"	"component>"
"LPAR2"	"LPA/LPA2_(complex)"	"component>"
"LPAR2"	"LPA1-2-3_(family)"	"member>"
"LPAR2"	"LPA-binding_EDG_receptors_(family)"	"member>"
"LPAR3"	"LPA/LPA3_(complex)"	"component>"
"LPAR3"	"LPA1-2-3_(family)"	"member>"
"LPAR3"	"LPA-binding_EDG_receptors_(family)"	"member>"
"LPAR4"	"GPCRs_that_activate_Gq/11_(family)"	"member>"
"LPAR4"	"LPA/LPA4_(complex)"	"component>"
"LPAR4"	"P2RY9/LPA_(complex)"	"component>"
"LPAR6"	"GPCRs_that_activate_Gq/11_(family)"	"member>"
"LPAR6"	"P2RY5/LPA_(complex)"	"component>"
"LPL"	"lipoprotein_lipase_dimer_(complex)"	"component>"
"LPL"	"PPRE-Regulated_proteins_(family)"	"member>"
"LPP"	"VASP"	"-a|"
"LPS/TLR4/MD2_(complex)"	"TRAM/activated_TLR4_(complex)"	"component>"
"LPS/TLR4/TLR4/MYD88/IRAK/TRAF6_(complex)"	"IKK-alpha/MEKK1/NIK_(complex)"	"-a>"
"LPS/TLR4/TLR4/TIRAP/TOLLIP/MYD88/IRAK/PKR/MD-2/CD14/LBP_(complex)"	"ceramide_biosynthetic_process_(abstract)"	"-a>"
"LPS/TLR4/TLR4/TIRAP/TOLLIP/PKR/MYD88/IRAK/MD-2/CD14_(complex)"	"TRAF6"	"-a>"
"LPS_complexed_with_GPI-anchored_CD14_(complex)"	"LPS_complexed_with_CD14_(family)"	"member>"
"LPS_complexed_with_secreted_CD14_(complex)"	"LPS_complexed_with_CD14_(family)"	"member>"
"LRAT"	"CRBP_II-retinyl_palmitate_(complex)"	"-a>"
"PIDD1"	"TNF-alpha/TNFR1A/TRADD/MADD/cIAP2/RIP/TRAF2/RAIDD/PIDD_(complex)"	"component>"
"LRIG1"	"CBL"	"-a|"
"LRIG1"	"EGF/EGFR_(complex)"	"-a|"
"LRIG1"	"ErbB4/ErbB4/neuregulin_1_beta/neuregulin_1_beta_(complex)"	"-a|"
"LRP1"	"alphaM/beta2_Integrin/LRP/tPA_(complex)"	"component>"
"LRP1"	"alphav/beta3_Integrin_(complex)"	"-a>"
"LRP1"	"alphav/beta5_Integrin_(complex)"	"-a>"
"LRP1"	"PDGF-BB/PDGFRB_(dimer)/LRP1_(complex)"	"component>"
"LRP1"	"uPA/PAI-1_(complex)"	"-a>"
"LRP2"	"Cubilin/DBP/Calcidiol_(complex)"	"-a>"
"LRP2"	"Megalin/LRPAP1_(complex)"	"component>"
"LRP2"	"SHH_Np/Cholesterol/Megalin_(complex)"	"component>"
"LRP5"	"LRP5/DKK1_(complex)"	"component>"
"LRP5"	"N-cadherin/p120_catenin/beta_catenin/alpha_catenin/LRP5/Axin1_(complex)"	"component>"
"LRP5"	"WNT1/FZD1/LRP5_(complex)"	"component>"
"LRP5"	"WNT5A/FZD4/LRP5_(complex)"	"component>"
"LRP5"	"WNT5A/ROR2_(complex)"	"component>"
"LRP5"	"WNT7B/FZD1/LRP5_(complex)"	"component>"
"LRP5"	"WNT7B/FZD10/LRP5_(complex)"	"component>"
"LRP6"	"DKK1/LRP6/Kremen_1-Kremen_2_(complex)"	"component>"
"LRP6"	"DKK1/LRP6/Kremen_2_(complex)"	"component>"
"LRP6"	"DKK1/LRP6/KRM2_(complex)"	"component>"
"LRP6"	"DKK2/LRP6/Kremen_2_(complex)"	"component>"
"LRP6"	"DKK2/LRP6/KRM2_(complex)"	"component>"
"LRP6"	"FZD8/LRP6/IGFBP4_(complex)"	"component>"
"LRP6"	"LRP6/DKK1_(complex)"	"component>"
"LRP6"	"LRP6/FRIZZLED_(complex)"	"component>"
"LRP6"	"LRP6/FZD1_(complex)"	"component>"
"LRP6"	"LRP6/FZD8/SOST_(complex)"	"component>"
"LRP6"	"WNT/LRP6/FRIZZLED_(complex)"	"component>"
"LRP6"	"WNT1/FZD8/LRP6_(complex)"	"component>"
"LRP6"	"WNT1/LRP6/FZD1_(complex)"	"component>"
"LRP6"	"WNT2/FZD1/LRP6_(complex)"	"component>"
"LRP6"	"WNT2/FZD9/LRP6_(complex)"	"component>"
"LRP6"	"WNT3/FZD1/LRP6_(complex)"	"component>"
"LRP6"	"WNT3A/FZD1/LRP6_(complex)"	"component>"
"LRP6"	"WNT3A/FZD2/LRP6_(complex)"	"component>"
"LRP6"	"WNT3A/FZD5/LRP6_(complex)"	"component>"
"LRP6"	"WNT3A/FZD8/LRP6/PRR_(complex)"	"component>"
"LRP6"	"WNT3A/FZD8/LRP6_(complex)"	"component>"
"LRP6"	"WNT3A/LRP6/FZD5/Axin1/GSK3_(complex)"	"component>"
"LRP6"	"WNT3A/LRP6/FZD5/DVL/Axin1/GSK3/Axin1/GSK3_(complex)"	"component>"
"LRP6"	"WNT3A/LRP6/FZD5/DVL/Axin1/GSK3_(complex)"	"component>"
"LRP6"	"WNT3A/LRP6/FZD5/DVL_(complex)"	"component>"
"LRP6"	"WNT3A/LRP6/FZD5_(complex)"	"component>"
"LRP6"	"WNT5A/FZD2_(complex)"	"component>"
"LRP6"	"WNT7A/FZD5/LRP6_(complex)"	"component>"
"LRP6"	"Wnt8/LRP6/FRIZZLED_(complex)"	"component>"
"LRP6/DKK1_(complex)"	"DKK1/LRP6/Kremen_1-Kremen_2_(complex)"	"component>"
"LRP6/FRIZZLED_(complex)"	"WNT/LRP6/FRIZZLED_(complex)"	"component>"
"LRP6/FRIZZLED_(complex)"	"Wnt8/LRP6/FRIZZLED_(complex)"	"component>"
"LRP6/FZD1_(complex)"	"WNT1/LRP6/FZD1_(complex)"	"component>"
"LRP8"	"GRIN2A/RELN/LRP8/DAB1/Fyn_(complex)"	"component>"
"LRP8"	"GRIN2B/RELN/LRP8/DAB1/Fyn_(complex)"	"component>"
"LRP8"	"LDL/ApoER2_(complex)"	"component>"
"LRP8"	"LDL/p-ApoER2_(complex)"	"component>"
"LRP8"	"LRPAP1/LRP8_(complex)"	"component>"
"LRP8"	"REELIN/ApoER2_(complex)"	"component>"
"LRP8"	"RELN/LRP8/DAB1/Fyn/MAPK8IP1/MKK7/MAP3K11/JNK1_(complex)"	"component>"
"LRP8"	"RELN/LRP8/DAB1/Fyn_(complex)"	"component>"
"LRP8"	"RELN/LRP8/DAB1_(complex)"	"component>"
"LRP8"	"RELN/LRP8/Fyn_(complex)"	"component>"
"LRP8"	"RELN/LRP8_(complex)"	"component>"
"LRP8"	"RELN/VLDLR_(complex)"	"component>"
"LRPAP1"	"LRPAP1/LRP8_(complex)"	"component>"
"LRPAP1"	"Megalin/LRPAP1_(complex)"	"component>"
"LRPAP1"	"SHH_Np/Cholesterol/Megalin_(complex)"	"component>"
"LRPAP1/LRP8_(complex)"	"RELN/LRP8_(complex)"	"-a|"
"LRPAP1/LRP8_(complex)"	"RELN/VLDLR_(complex)"	"-a|"
"LRPPRC"	"IL-6/IL-6/IL-6R-alpha/IL-6R-alpha/GP130/GP130/ERBB2_(complex)"	"component>"
"LRPPRC"	"IL-6/IL-6/IL-6R-alpha/IL-6R-alpha/GP130/GP130/JAKs_(complex)"	"component>"
"LRPPRC"	"IL-6/IL-6/IL-6R-alpha/IL-6R-alpha/GP130/GP130_(complex)"	"component>"
"LRPPRC"	"IL-6R-alpha/IL-6R-alpha/GP130/GP130/ERBB2_(complex)"	"component>"
"LRPPRC"	"IL-6R-alpha/IL-6R-alpha/GP130/GP130_(complex)"	"component>"
"LRR1"	"E3_ligases_in_proteasomal_degradation_(family)"	"member>"
"CARMIL1"	"LRRC16A/F-actin_capping_protein_(complex)"	"component>"
"LRRC41"	"E3_ligases_in_proteasomal_degradation_(family)"	"member>"
"LRRC41"	"RBX1-CUL5-EloB/C-ASB_(complex)"	"component>"
"LRRFIP1"	"EGFR"	"-t|"
"LRRFIP1"	"TNF"	"-t|"
"LRSAM1"	"E3_ligases_in_proteasomal_degradation_(family)"	"member>"
"L-selectin_ligands_(family)"	"L-selectin_interacting_with_known_ligands_(complex)"	"component>"
"LSM1"	"Lsm1-7_Complex_(complex)"	"component>"
"LSM10"	"U7_snRNP-specific_Sm_core_complex_(complex)"	"component>"
"LSM11"	"U7_snRNP-specific_Sm_core_complex_(complex)"	"component>"
"Lsm1-7_Complex_(complex)"	"Deadenylated_mRNA/Lsm1-7_Complex_(complex)"	"component>"
"Lsm1-7_Complex_(complex)"	"Decapped_mRNA/LSM1-7_Complex_(complex)"	"component>"
"LSM2"	"Lsm1-7_Complex_(complex)"	"component>"
"LSM2"	"U5_snRNP_(complex)"	"component>"
"LSM2"	"U6_snRNP_(complex)"	"component>"
"LSM3"	"Lsm1-7_Complex_(complex)"	"component>"
"LSM4"	"Lsm1-7_Complex_(complex)"	"component>"
"LSM5"	"Lsm1-7_Complex_(complex)"	"component>"
"LSM6"	"Lsm1-7_Complex_(complex)"	"component>"
"LSP1"	"chemotaxis_(abstract)"	"-a>"
"LTA"	"TNF-beta/TNF_R2/RIP/TRAF1/TRAF2/TRAF3/I-TRAF_(complex)"	"component>"
"LTB4_receptors/LTB4_(complex)"	"Ligand/GPCR_complexes_that_activate_Gq/11_(family)"	"member>"
"LTB4_receptors_(family)"	"GPCRs_that_activate_Gq/11_(family)"	"member>"
"LTB4_receptors_(family)"	"LTB4_receptors/LTB4_(complex)"	"component>"
"LTB4R"	"LTB4_receptors_(family)"	"member>"
"LTB4R2"	"LTB4_receptors_(family)"	"member>"
"LTF"	"Localized_amyloid_fibril_monomers_(family)"	"member>"
"L-type_VDCC_(family)"	"T-_and_L-type_VDCC_(family)"	"member>"
"Lutropin_(complex)"	"LH_receptor/LH_(complex)"	"component>"
"Lutropin_(complex)"	"Ligands_of_GPCRs_that_activate_Gs_(family)"	"member>"
"LXR_(family)"	"Nuclear_receptors_(family)"	"member>"
"LXRs_(family)"	"RXRs/LXRs/DNA/9cRA_(complex)"	"component>"
"LXRs_(family)"	"RXRs/LXRs/DNA/Oxysterols_(complex)"	"component>"
"LXRs_(family)"	"RXRs/LXRs/DNA_(complex)"	"component>"
"LY86"	"RP105/MD1_(complex)"	"component>"
"LY96"	"BGN/TLR2/TLR1/MD2_(dimer)/MYD88/TIRAP_(complex)"	"component>"
"LY96"	"BGN/TLR2/TLR1/MD2_(dimer)_(complex)"	"component>"
"LY96"	"BGN/TLR4/MD2_(dimer)/MYD88/TIRAP_(complex)"	"component>"
"LY96"	"BGN/TLR4/MD2_(dimer)_(complex)"	"component>"
"LY96"	"HMGB1/TLR4/MD2_(dimer)/MYD88/TIRAP/IRAK/IRAK2/IRAK4_(complex)"	"component>"
"LY96"	"HMGB1/TLR4/MD2_(dimer)/MYD88/TIRAP_(complex)"	"component>"
"LY96"	"HMGB1/TLR4/MD2_(dimer)_(complex)"	"component>"
"LY96"	"HSP60/TLR4/MD2_(dimer)/MYD88/TIRAP_(complex)"	"component>"
"LY96"	"HSP60/TLR4/MD2_(dimer)_(complex)"	"component>"
"LY96"	"LPS/TLR4/TLR4/TIRAP/TOLLIP/MYD88/IRAK/PKR/MD-2/CD14/LBP_(complex)"	"component>"
"LY96"	"LPS/TLR4/TLR4/TIRAP/TOLLIP/PKR/MYD88/IRAK/MD-2/CD14_(complex)"	"component>"
"LY96"	"MRP8/MRP14/TLR4/MD2_(dimer)/MYD88/TIRAP_(complex)"	"component>"
"LY96"	"MRP8/MRP14/TLR4/MD2_(dimer)_(complex)"	"component>"
"LY96"	"TLR1/MD2_(complex)"	"component>"
"LY96"	"TLR2/MD2_(complex)"	"component>"
"LY96"	"TLR4/MD2_(complex)"	"component>"
"LY96"	"TLR4/MD2_(dimer)_(complex)"	"component>"
"LY96"	"TLR4/MD2_complex_(complex)"	"component>"
"LY96"	"TLR4/TLR4/TIRAP/TOLLIP/MYD88/IRAK/PKR/MD-2_(complex)"	"component>"
"LYL1"	"ANGPT2"	"-t"
"LYL1"	"ERG"	"-t>"
"LYL1"	"NFKB1"	"-t|"
"LYL1"	"STMN1"	"-t"
"Lymphocyte_(abstract)"	"FASLG/FAS_(trimer)/FADD/FADD/CASP8/CASP8_(complex)"	"-a|"
"Lymphoid_Tissue_(abstract)"	"SH2D1A"	"-t>"
"Lymphoid-expressed_Fc-gamma_receptors_(family)"	"Antigen-bound_antibody_bound_to_lymphoid_Fc_gamma_receptors_(complex)"	"component>"
"LYN"	"Antigen/IgE/Fc_epsilon_R1/LYN/SYK/WIP_(complex)"	"component>"
"LYN"	"Antigen/IgE/Fc_epsilon_R1/LYN/SYK_(complex)"	"component>"
"LYN"	"Antigen/IgE/Fc_epsilon_R1_(complex)"	"component>"
"LYN"	"B-cell_antigen/BCR/CD79A/CD79B/Btk/LYN/BLNK_(complex)"	"component>"
"LYN"	"B-cell_antigen/BCR_complex/Btk/LYN/SYK/BLNK/PLCgamma2/CD72_(complex)"	"component>"
"LYN"	"B-cell_antigen/BCR_complex/Btk/LYN/SYK/BLNK/PLCgamma2_(complex)"	"component>"
"LYN"	"B-cell_antigen/BCR_complex/LYN/SYK/BLNK_(complex)"	"component>"
"LYN"	"B-cell_antigen/BCR_complex/LYN/SYK_(complex)"	"component>"
"LYN"	"B-cell_antigen/BCR_complex/LYN_(complex)"	"component>"
"LYN"	"BTK"	"-a>"
"LYN"	"EPO/EPOR_(dimer)/LYN_(complex)"	"component>"
"LYN"	"Fc_epsilon_receptor_I/LYN/SYK_(complex)"	"component>"
"LYN"	"FYN-like_kinases_(family)"	"member>"
"LYN"	"GMCSF/GMR_alpha/CSF2RB_(dimer)/LYN/SYK_(complex)"	"component>"
"LYN"	"GMCSF/GMR_alpha/CSF2RB_(dimer)/LYN_(complex)"	"component>"
"LYN"	"GPVI/FceRI_gamma/FYN/LYN_(complex)"	"component>"
"LYN"	"GPVI/phosphorylated_Fc_Epsilon_R1_gamma/FYN/LYN_(complex)"	"component>"
"LYN"	"Growth_Hormone/Growth_Hormone_Receptor-JAK2_dimer/LYN_(complex)"	"component>"
"LYN"	"Hck-Fgr-Lyn_(family)"	"member>"
"LYN"	"IL5/IL5RA/CSF2RB_(hexamer)/LYN_(complex)"	"component>"
"LYN"	"LYN/PLCgamma2_(complex)"	"component>"
"LYN"	"LYN/TEC/p62DOK_(complex)"	"component>"
"LYN"	"Src_Family_Kinases_(family)"	"member>"
"LYN"	"Src_family_tyrosine_kinases_(SFKs)_(family)"	"member>"
"LYPLA1"	"APT1_homodimer_(complex)"	"component>"
"Lysosome_Cargo_(family)"	"Lysosome_Cargo/AP-1/Beta-arrestin/Clathrin_Triskelion/Vamp_Complex_(complex)"	"component>"
"Lysosome_Destined_Cargo/AP-1/Beta-arrestin/Vamp/Clathrin_Triskelion/Dynamin/Endophilin_Complex_(complex)"	"DNM2"	"-a>"
"Lysosome_Destined_Cargo/AP-1/Beta-arrestin/Vamp/Clathrin_Triskelion/Dynamin/Endophilin_Complex_(complex)"	"Lysosome_Cargo/AP-1/Beta-arrestin/Clathrin_Triskelion/Vamp_Complex_(complex)"	"-a>"
"Lysosome_Destined_Cargo/AP-1/Beta-arrestin/Vamp/Clathrin_Triskelion/Dynamin/Endophilin_Complex_(complex)"	"SH3GL2"	"-a>"
"Lysosome_Destined_Cargo/AP-1/beta-Arrestin-1/Vamp_Complex_(complex)"	"Lysosome_Destined_Cargo/AP-1/Beta-arrestin/Vamp/Clathrin_Triskelion/Dynamin/Endophilin_Complex_(complex)"	"component>"
"Lysosome_Destined_Cargo_(family)"	"Lysosome_Destined_Cargo/AP-1/Arf1-GTP/beta-Arrestin-1/Vamp_Complex_(complex)"	"component>"
"Lysosome_Destined_Cargo_(family)"	"Lysosome_Destined_Cargo/AP-1/beta-Arrestin-1/Vamp_Complex_(complex)"	"component>"
"LYZ"	"Systemic_amyloid_fibrim_monomers_(family)"	"member>"
"LZTS1"	"HsRPC8/HsRPC9_(complex)"	"component>"
"M/R/N_Complex_(complex)"	"BRCA1/BARD1/CTIP/M/R/N_Complex_(complex)"	"component>"
"M_Disk_Complex_(complex)"	"ADP/Calcium_Bound_Sarcomere_Protein_Complex_(complex)"	"component>"
"M_Disk_Complex_(complex)"	"ATP/Calcium_Bound_Sarcomere_Protein_Complex_(complex)"	"component>"
"M_Disk_Complex_(complex)"	"Calcium_Bound_Sarcomere_Protein_Complex_(complex)"	"component>"
"M_Disk_Complex_(complex)"	"Inactive_Sarcomere_Protein_Complex_(complex)"	"component>"
"M_phase_(abstract)"	"CDC2/cyclin_A_(complex)"	"-a>"
"M_phase_of_mitotic_cell_cycle_(abstract)"	"Condensin_(complex)"	"-a>"
"M_phase_of_mitotic_cell_cycle_(abstract)"	"Cyclin_B/CDC2_(complex)"	"-a>"
"M_phase_of_mitotic_cell_cycle_(abstract)"	"DDX5"	"-a>"
"M_phase_of_mitotic_cell_cycle_(abstract)"	"mitotic_chromosome_condensation_(abstract)"	"-a>"
"M_phase_of_mitotic_cell_cycle_(abstract)"	"mitotic_chromosome_decondensation_(abstract)"	"-a>"
"M_phase_of_mitotic_cell_cycle_(abstract)"	"PKA_catalytic_beta/PKA_catalytic_gamma/PKA_regulatory_type_II_alpha/PKA_regulatory_type_II_beta/PKA_non-catalytic_gamma/Eg7/Histone_H3/Akap95_(complex)"	"-a>"
"M_phase_of_mitotic_cell_cycle_(abstract)"	"PKA_catalytic_beta/PKA_catalytic_gamma/PKA_regulatory_type_II_alpha/PKA_regulatory_type_II_beta/PKA_non-catalytic_gamma/Eg7/Histone_H3_(+)/Akap95_(complex)"	"-a>"
"M_phase_of_mitotic_cell_cycle_(abstract)"	"PKAc/RII-alpha/RII-beta_(complex)"	"-a>"
"M_phase_of_mitotic_cell_cycle_(abstract)"	"SHH/PTC1_(complex)"	"-a>"
"M1/M3/M5/acetylcholine_(complex)"	"Ligand/GPCR_complexes_that_activate_Gq/11_(family)"	"member>"
"M1/M3/M5_receptors_(family)"	"GPCRs_that_activate_Gq/11_(family)"	"member>"
"M1/M3/M5_receptors_(family)"	"M1/M3/M5/acetylcholine_(complex)"	"component>"
"M2/M4/acetylcholine_(complex)"	"Ligand/GPCR_complexes_that_activate_Gi_(family)"	"member>"
"M2/M4_receptors_(family)"	"GPCRs_that_activate_Gi_(family)"	"member>"
"M2/M4_receptors_(family)"	"M2/M4/acetylcholine_(complex)"	"component>"
"M2_Tetramer_(complex)"	"Influenza_A_Viral_Envelope_Inserted_Into_The_Endocytic_Vesicle_Membrane_(complex)"	"component>"
"m3G_capped_Spliceosomal_snRNA_(complex)"	"Spliceosomal_m3G_capped_snRNA/SMN/SM/Snurportin_complex_(complex)"	"component>"
"m3G_capped_Spliceosomal_snRNA_(complex)"	"Spliceosomal_m3G_capped_snRNA_loaded_with_the_SM_complex_(complex)"	"component>"
"m3G_capped_Spliceosomal_snRNA_(complex)"	"Spliceosomal_m3G_capped_snRNAs_with_SMN/SM_protein_complex_bound_(complex)"	"component>"
"M6PR"	"Lysosome_Cargo_(family)"	"member>"
"M6PR"	"Lysosome_Destined_Cargo_(family)"	"member>"
"m7G_capped_Spliceosomal_snRNA_(complex)"	"Spliceosomal_m7G_capped_snRNAs_with_SMN/SM_protein_complex_bound_(complex)"	"component>"
"Macrophage_(abstract)"	"ARG1"	"-t>"
"Macrophage_(abstract)"	"cell_cycle_arrest_(abstract)"	"-a>"
"Macrophage_(abstract)"	"regulation_of_interleukin-6_production_(abstract)"	"-a>"
"Macrophage_(abstract)"	"regulation_of_tumor_necrosis_factor_production_(abstract)"	"-a>"
"macrophage_activation_(abstract)"	"IL1B"	"-t>"
"macrophage_activation_(abstract)"	"IL6"	"-t>"
"macrophage_activation_(abstract)"	"ITGA3"	"-t>"
"macrophage_activation_(abstract)"	"TNF"	"-t>"
"Mad/Max_(complex)"	"SIN3/HDAC_complex/Mad/Max_(complex)"	"component>"
"Mad/Max_(complex)"	"TERT"	"-t|"
"MAD/Max_(complex)"	"TERT"	"-t|"
"Mad1/kinetochore_complex_(complex)"	"Kinetochore/Mad1/MAD2*_Complex_(complex)"	"component>"
"Mad1/kinetochore_complex_(complex)"	"Kinetochore/Mad1/MAD2_Complex_(complex)"	"component>"
"MAD1L1"	"Kinetochore_(complex)"	"component>"
"MAD1L1"	"Mad1/kinetochore_complex_(complex)"	"component>"
"MAD2L1"	"hBUBR1/hBUB3/MAD2*/CDC20_complex_(complex)"	"component>"
"MAD2L1"	"hBUBR1/hBUB3/MAD2*_complex_(complex)"	"component>"
"MAD2L1"	"Kinetochore/Mad1/MAD2*_Complex_(complex)"	"component>"
"MAD2L1"	"Kinetochore/Mad1/MAD2_Complex_(complex)"	"component>"
"MAD2L1"	"MAD2*CDC20_complex_(complex)"	"component>"
"MAD2L1"	"Mitotic_checkpoint_complex_(complex)"	"component>"
"MADCAM1"	"alpha4/beta7_Integrin/MAdCAM-1_(complex)"	"component>"
"MADCAM1"	"alpha4/beta7_Integrin/MAdCAM-1_(dimer)_(complex)"	"component>"
"MADCAM1"	"Integrin_alpha4beta7/MADCAM1_(complex)"	"component>"
"MADCAM1"	"L-selectin_ligands_(family)"	"member>"
"MADCAM1"	"MAdCAM-1_(dimer)_(complex)"	"component>"
"MAdCAM-1_(dimer)_(complex)"	"alpha4/beta7_Integrin/MAdCAM-1_(dimer)_(complex)"	"component>"
"MADD"	"sTNF-alpha/TNFR1A/MADD_(complex)"	"component>"
"MADD"	"TNF/TNF_R/TRADD/MADD/cIAP/RIP/TRAF2/RAIDD_(complex)"	"component>"
"MADD"	"TNF-alpha/TNF_R1/RIP/RAIDD/MADD/TRADD/TRAF2/cIAP_(complex)"	"component>"
